subject activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tGravityAccMag-mean() tGravityAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroMag-mean() tBodyGyroMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAcc-meanFreq()-X fBodyAcc-meanFreq()-Y fBodyAcc-meanFreq()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyAccJerk-meanFreq()-X fBodyAccJerk-meanFreq()-Y fBodyAccJerk-meanFreq()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyGyro-meanFreq()-X fBodyGyro-meanFreq()-Y fBodyGyro-meanFreq()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyAccMag-meanFreq() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyAccJerkMag-meanFreq() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() fBodyBodyGyroMag-meanFreq() fBodyBodyGyroJerkMag-mean() fBodyBodyGyroJerkMag-std() fBodyBodyGyroJerkMag-meanFreq()
10 WALKING_UPSTAIRS 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.00555287692765957 -0.0738744931340426 0.931861027446809 -0.0565670278723404 0.0227527702016383 -0.959216072340425 -0.937039417446809 -0.864745838297872 0.0648829303510638 0.0266314282191489 -0.0513375831851064 -0.187220175510638 -0.177803083425532 -0.607520480212766 0.0733447168425532 -0.0954600216446809 0.0879664182957447 -0.308534708121277 0.0411724668680851 -0.320509332297872 -0.157212539189362 -0.0372348522521277 -0.036502173787234 -0.427291343617021 -0.60462905787234 -0.482244799361702 -0.0266623294757447 -0.211537480214383 -0.0266623294757447 -0.211537480214383 -0.262038042446809 -0.226010197889362 0.0438573846851064 -0.113062673542979 -0.523462968510638 -0.618272355319149 -0.139410790617021 -0.0390688222212766 -0.301206408085106 -0.171957349438298 -0.051628469647234 -0.0342347233914894 -0.300390927148936 -0.0035449232893617 -0.289969419042553 -0.20121432216383 -0.206872839212766 -0.553230667234043 -0.247598320858298 -0.202796129097872 -0.662894135319149 -0.230337514021277 -0.370854829787234 -0.328583308468085 -0.218524716912766 -0.235858986212766 -0.262763367170213 -0.34130162006383 0.171735785297872 -0.403822082765957 -0.235765046724681 -0.421428722680851 -0.135478697270213 -0.166866721574468 -0.361437534680851 0.0879049622851064 -0.153553147382979 -0.334365043829787 0.178734933145745 -0.265371689148936 -0.166969377765957 -0.194447276040426 -0.600582998297872 -0.67129056212766 0.158591030929787
11 WALKING_UPSTAIRS 0.266076594648148 -0.0254850594037037 -0.100793573888889 -0.266639250314815 -0.132061128294444 -0.225186435666667 0.893719814444444 -0.341116298333333 0.137042671685185 -0.952605926111111 -0.928255301666667 -0.902886727037037 0.100915040600185 -0.0154232734181481 -0.0131064596833333 -0.473187612777778 -0.447770200925926 -0.792360163148148 -0.0742964920431481 -0.0493677316111111 0.0581455573672222 -0.512702896481481 -0.305374085 -0.704215826666667 -0.0688926856351852 -0.0756233520722222 -0.0464641494768519 -0.670465229074074 -0.812784383888889 -0.783808024074074 -0.161147970240741 -0.308355524259259 -0.161147970240741 -0.308355524259259 -0.526483585925926 -0.509720471481481 -0.278012010277778 -0.394783737962963 -0.764083799259259 -0.803601050555556 -0.378801172777778 -0.278955606388889 -0.56471064462963 -0.228141030981481 -0.117765497718519 -0.137724027166667 -0.508057018803704 -0.177639156925926 -0.472633848814815 -0.515287977407407 -0.473792054074074 -0.773048206111111 -0.477615030555556 -0.456949147037037 -0.810228220555556 -0.418322171240741 -0.444364291666667 -0.459293029111111 -0.485646427962963 -0.591159586296296 -0.684277042592593 -0.528307458888889 -0.182989597390741 -0.73856552462963 -0.240326192814815 -0.610458220759259 -0.1770896815 -0.356077904259259 -0.391544952962963 -0.135592368148148 -0.496709150185185 -0.530572547777778 0.0181107668888889 -0.561320471666667 -0.398498872592593 -0.363467950740741 -0.798752511111111 -0.824288481296296 0.020009304112963
12 WALKING_UPSTAIRS 0.272970338653846 -0.0263574903403846 -0.107339730115385 -0.290149192307692 -0.103818259823077 -0.436697425576923 0.938371473269231 -0.259144202692308 -0.0702503820961538 -0.960246289807692 -0.941378352307692 -0.938071183269231 0.0728660813846154 -0.00689494886730769 0.00906662793461539 -0.359856972115385 -0.311328991057692 -0.719336352692308 -0.0931234101769231 -0.0411314519307692 0.0898022757730769 -0.526659296134615 -0.522949798269231 -0.349614606153846 -0.0455638872076923 -0.0335406569057692 -0.0653167291865385 -0.549999188461539 -0.761195612692308 -0.606412096538462 -0.229183927115385 -0.285844036153846 -0.229183927115385 -0.285844036153846 -0.432469300961538 -0.329827968269231 -0.316561585961538 -0.525686949063462 -0.674972132307692 -0.713406712307692 -0.321447925192308 -0.168341519859615 -0.560841212692308 -0.278929748076923 -0.130175559028846 -0.418599992115385 -0.420235639230769 -0.105269653898077 -0.217216987155769 -0.385843754230769 -0.333077590961538 -0.687929868653846 -0.39060122 -0.335926381307692 -0.750114855961538 -0.331247540442308 -0.380249904980769 -0.323446377115385 -0.426360331538462 -0.604711316153846 -0.406080936346154 -0.5604629635 -0.483918390576923 -0.396095719423077 -0.158314160701923 -0.351127976519231 -0.224541879673077 -0.290005418653846 -0.395285130961538 -0.00111843704807692 -0.3208844625 -0.346565141730769 0.0842262704980769 -0.594032515192308 -0.564435086711538 -0.107077796403846 -0.714332592115385 -0.733130764423077 0.0978624347986538
13 WALKING_UPSTAIRS 0.258203939581818 -0.0277392253910909 -0.125767265890909 -0.296284597454545 0.104470773801818 -0.217210568085455 0.847634313454545 -0.357404501636364 -0.207507170584727 -0.946441502363636 -0.922054968727273 -0.910271096181818 0.0692442067545455 -0.00128009758363636 -0.0254126299290909 -0.487325539818182 -0.323333932218182 -0.660921263636364 -0.13829376226 0.00381966911090909 0.116679563256364 -0.541066687090909 -0.403572169636364 -0.211805111745455 -0.0664817176345455 -0.0453051954036364 -0.0661653916327273 -0.631037584 -0.678805915818182 -0.550880346909091 -0.10115350174 -0.326339622181818 -0.10115350174 -0.326339622181818 -0.456190454 -0.451225931090909 -0.237182958116364 -0.415658606181818 -0.631964902181818 -0.669216383090909 -0.382460736363636 -0.0636564765818182 -0.404785239945455 -0.266081292363636 0.114656709636364 -0.184842227972182 -0.480080060363636 -0.247165637745455 -0.285177288672727 -0.506212135636364 -0.368996179072727 -0.631496434363636 -0.514337759454545 -0.319400410981818 -0.689235778909091 -0.323344232581818 -0.586022409090909 -0.504002904418182 -0.482113007636364 -0.492176104727273 -0.255338945927273 -0.562911002545455 -0.364283258727273 -0.272525011818182 -0.211194498501818 -0.293383223927273 -0.240720823 -0.367522800909091 -0.409065516363636 -0.15090472406 -0.425100006545455 -0.491090809090909 -0.0278380090472727 -0.485477308909091 -0.470770800363636 -0.104131147823636 -0.656088544363636 -0.712261499636364 0.107301253870909
14 WALKING_UPSTAIRS 0.268808867907407 -0.0185485979653704 -0.113866484835185 -0.333559361111111 0.262719572259259 0.552307396111111 0.693920089444444 -0.319859184074074 -0.481289241296296 -0.932971418333333 -0.911976427037037 -0.878762466481481 0.0818174417037037 -0.0174783982166667 0.00271950864259259 -0.38868955537037 -0.354197622722222 -0.349496200796296 0.0688138223555556 -0.1092887516 -0.0304309624259259 -0.468168800740741 0.431759726481481 0.519929906125926 -0.1258935909 -0.0221095594481481 -0.0152318743814815 -0.656064213888889 -0.388048799444444 -0.380256567444444 0.100023884977778 -0.0515554072981481 0.100023884977778 -0.0515554072981481 -0.306235840364815 -0.356740508981481 0.324902514259259 0.26467660362963 -0.417466987705556 -0.497588108703704 -0.345084349092593 -0.0144550214685185 0.152526790003704 -0.330149951851852 0.308418841851852 0.626427359444444 -0.376165319833333 -0.342183990555556 -0.335981601888889 -0.402503070740741 -0.364284022555556 -0.287058009259259 -0.43010015462963 -0.389394012701852 -0.411431481851852 -0.246606115074074 -0.463315931851852 -0.489158032981481 -0.454875088648148 0.0889534420027778 0.162150258662963 -0.478536071666667 0.594578493333333 0.478618725759259 -0.377596335944444 -0.513240001111111 -0.481896662407407 -0.104526466722222 -0.17176457662963 -0.149536050403704 -0.309230618722222 -0.428082203725926 0.0362113265092593 0.0223090440777778 0.202044465274074 -0.286961944777778 -0.470257339814815 -0.574282088981481 0.0638334185555555
15 WALKING_UPSTAIRS 0.271022452083333 -0.0257144199666667 -0.1127241945625 -0.06790657956875 -0.04378632689375 -0.393595308729167 0.91900376125 -0.309787554041667 0.0739092195416667 -0.953313269166667 -0.933283255833333 -0.915541265 0.0709212432520833 0.0159650052210417 -0.00999505726041667 -0.222131080125 -0.335550405416667 -0.756657455833333 0.0685808643833333 -0.135064884479167 0.087238764913125 -0.435433529375 -0.351713339266667 -0.497582015416667 -0.14095985475625 -0.03790290138125 -0.0749984708958333 -0.539751479166667 -0.771111653125 -0.66866329125 -0.0391476329825 -0.16803483872375 -0.0391476329825 -0.16803483872375 -0.343386558125 -0.341964850625 -0.232490143833333 -0.314097349889583 -0.674487749166667 -0.756621679375 -0.114513132208333 -0.140024117820833 -0.5493708775 -0.0508989243666667 -0.0571193164291667 -0.364315735979167 -0.481930269354167 -0.148251206922917 -0.23792994331875 -0.2704302185625 -0.361249713333333 -0.72352379875 -0.241212853613542 -0.353037423541667 -0.789690717708333 -0.3880075775 -0.439595172395833 -0.287454695916667 -0.382449343958333 -0.532765891666667 -0.503102151041667 -0.456868070625 -0.267919823420833 -0.542985423125 -0.260973602852083 -0.4413290791875 -0.1932937643875 -0.197096738354167 -0.282280674583333 -0.0514073559479167 -0.293080253291667 -0.416076067291667 0.103453884485417 -0.472980967916667 -0.3338727831875 -0.271602565804167 -0.739714404166667 -0.799206 0.135982212023125
16 WALKING_UPSTAIRS 0.263533799431373 -0.0165719950894118 -0.119005032254902 -0.421512190392157 -0.193912799 -0.159021680407843 0.82888083 -0.0799641621764706 -0.373545078882353 -0.95438548 -0.937912084313726 -0.914741769607843 0.0784311889627451 0.0181733015117647 0.0273418686294118 -0.539313557647059 -0.444648390196078 -0.606231856862745 0.0514815226901961 -0.041762243754902 0.0121246621745098 -0.519529346078431 -0.597721024705882 -0.387084847333333 -0.136721994006078 -0.0349173625029412 -0.0382575272313726 -0.71391493627451 -0.780056171568627 -0.725795279803922 -0.263597503529412 -0.357960593137255 -0.263597503529412 -0.357960593137255 -0.501409066078431 -0.51054208372549 -0.335968883921569 -0.527710143333333 -0.745027519215686 -0.800379851764706 -0.495372649019608 -0.292740139215686 -0.359939751176471 -0.39552754627451 -0.197148595 -0.124885177831373 -0.408356052745098 -0.209028742507843 -0.306426395352941 -0.563051099019608 -0.485113325294118 -0.578930627647059 -0.556010637647059 -0.43762996372549 -0.632074055098039 -0.302432581039216 -0.508075228156863 -0.493122469803922 -0.544958132156863 -0.651286002156863 -0.508104185686274 -0.520880796666667 -0.571852965294118 -0.40911105127451 -0.367829079260784 -0.311650653509804 -0.403653309733333 -0.394356014313725 -0.438203441764706 -0.0989400517137255 -0.493539686862745 -0.536612051372549 0.0734453643882353 -0.638259567058823 -0.541538820980392 -0.269944034784314 -0.791379472156863 -0.827540937843137 0.137126145070588
17 WALKING_UPSTAIRS 0.273869605416667 -0.01711034446 -0.107624165666667 -0.0640450260485417 -0.0295200795854167 -0.243025089029167 0.853641213541667 -0.282885739145833 -0.288826078541667 -0.95266200875 -0.920100017291667 -0.9245461 0.09754938904375 0.02446557733125 -0.0034389468125 -0.291292881229167 -0.357204604270833 -0.655304074791667 -0.0120374470025 -0.0587345987620417 0.0333378773979167 -0.493027436270833 -0.498852217083333 -0.25791278863125 -0.135013517077083 -0.0347191424341667 -0.0246186877254167 -0.602082331458333 -0.673837050625 -0.612165315833333 -0.0204610892125 -0.101010506908333 -0.0204610892125 -0.101010506908333 -0.358138871283333 -0.389091508547917 -0.248362447417708 -0.438191444291667 -0.63455078 -0.679520004791667 -0.146032864679167 -0.131847747641667 -0.407836268604167 -0.03490063900625 -0.0415937905458333 -0.219069920166667 -0.509303836354167 -0.157526581985417 -0.260317491550833 -0.3606195786875 -0.383945372708333 -0.631102791666667 -0.2842472515625 -0.372499310458333 -0.678017487708333 -0.556182112916667 -0.464158578479167 -0.54108620125 -0.412309410166667 -0.526791488958333 -0.335034697083333 -0.5211058504375 -0.487015018541667 -0.303334927729167 -0.22246509515625 -0.2071226709625 -0.324007340291667 -0.147095816333333 -0.216717823375 -0.16070561281875 -0.36200273553125 -0.430535358252083 -0.0966751258208333 -0.500552648333333 -0.495035609166667 -0.0988192726875 -0.667260339583333 -0.720023519375 0.0962819152104167
18 WALKING_UPSTAIRS 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931 0.883330258448276 -0.316619946206897 -0.106112549189655 -0.961738807068966 -0.942056881206897 -0.907839723965517 0.0812402028517241 0.0211654691775862 0.0093589662862069 -0.563202134655172 -0.56794063862069 -0.760829911206897 -0.0470683915017241 -0.0526133819862069 0.0906736478431034 -0.593841504137931 -0.507297003103448 -0.433922212068966 -0.0899953036658621 -0.0527472610827586 -0.0692536211396552 -0.76068902862069 -0.828872171206897 -0.718951757931034 -0.279146312758621 -0.37184157 -0.279146312758621 -0.37184157 -0.601463948275862 -0.579330320344828 -0.3691086 -0.528058134137931 -0.781652689310345 -0.835525127931035 -0.465097261896552 -0.363450742586207 -0.522728377068965 -0.350639840862069 -0.190550638155172 -0.269571390465517 -0.517596843103448 -0.249448649272414 -0.406885286189655 -0.589410590172414 -0.579650286034483 -0.736149274137931 -0.575331252413793 -0.585531432931034 -0.784728430344828 -0.442089377068966 -0.466043113965517 -0.512443088275862 -0.59232371 -0.649817266551724 -0.504364096896552 -0.60071129637931 -0.443429836896552 -0.466022431206897 -0.304205040627586 -0.502729412913793 -0.322333066448276 -0.436561064482759 -0.436218933448276 -0.218615528237931 -0.574481396551724 -0.587926077068965 -0.0290342554637931 -0.654029089310345 -0.533044636034483 -0.338125776827586 -0.826193160862069 -0.860910992241379 0.0772586583160345
19 WALKING_UPSTAIRS 0.2598378761 -0.015473639485 -0.1347741723 -0.1314847827125 0.13253566405 -0.2144941980325 0.83059531175 -0.376946737 -0.2111586018825 -0.932767663 -0.9209665685 -0.8629040105 0.07773382406225 0.02406748981 0.0118854654325 -0.1752328578 -0.0389722989375 -0.44886535875 0.0231406303125 -0.105822223795 0.026834317425 -0.397237083975 -0.196857503325 -0.14177473975 -0.1282535674 -0.0343291539975 -0.0290452383525 -0.253960189385 -0.49085612295 -0.3772101494775 -0.00311041787725 -0.184022008675 -0.00311041787725 -0.184022008675 -0.127674254895 -0.279436962875 -0.07263631465 -0.2742425294775 -0.379172811575 -0.5051039332975 -0.168025504545 0.06650346845 -0.2421674334075 -0.120053121865 0.09191303006125 -0.2633272263525 -0.31739075742 0.041170932745 0.0488131665975 -0.2125590820175 -0.1019773168 -0.38978919995 -0.2123264296 -0.0354628286775 -0.507379521 -0.247983931975 -0.330809304275 -0.16630781645 -0.200965622285 -0.2390922821675 -0.095755754135 -0.4625910681075 -0.18014764808 -0.237285610775 0.0039446207265 -0.16490389715 -0.12790052515 -0.087069471795 -0.3729269989 0.1734038243575 -0.191105121925 -0.417660364125 0.2674114427625 -0.296349643175 -0.3873048735 0.0871118350675 -0.476412323325 -0.5838709461 0.254430016875
20 WALKING_UPSTAIRS 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039 0.777095717058824 -0.479894842941176 -0.130117634791765 -0.931405014313725 -0.92459435372549 -0.904064093529412 0.0836451256901961 0.00659982629803922 -0.024542099304902 -0.185695388078431 -0.260789711588235 -0.513641207058824 0.0659193258862745 -0.174650964745098 0.058701941845098 -0.492701193921569 -0.104722161186078 0.184119332796078 -0.148389168870392 -0.0189816250372549 -0.0518985451176471 -0.471107678431373 -0.393988623529412 -0.253867089670588 0.00872502461176471 -0.198269718823529 0.00872502461176471 -0.198269718823529 -0.255611242098039 -0.239444370019608 0.0223302538235294 -0.253929985803922 -0.37192841627451 -0.455396068627451 -0.140439074776471 -0.0293832440223529 -0.318431522156863 -0.108444759592157 0.16454675022549 -0.242438965196078 -0.448492302764706 -0.155662086254902 -0.109083616015431 -0.256162264623529 -0.312161098966667 -0.492755895098039 -0.187090779486275 -0.255008282372549 -0.533201712745098 -0.475001504117647 -0.55340726627451 -0.448063672745098 -0.372684353921569 -0.162341385629412 0.115076640798039 -0.532021733921569 -0.079046721372549 0.095476833245098 -0.157268645741765 -0.260134951568627 -0.268367738086275 -0.205009295196078 -0.320241012294118 0.0274686447058824 -0.215014031556863 -0.280450026862745 -0.0202231093223529 -0.286627716823529 -0.360948341823529 0.00461127344235294 -0.450393446470588 -0.50282154372549 0.119029196719608
21 WALKING_UPSTAIRS 0.28203528787234 -0.0215929606874468 -0.115627580744681 -0.249505296744681 0.0791822291680851 -0.23932975187234 0.785575718723404 -0.424510525319149 -0.297461496680851 -0.942708554893617 -0.940198340638298 -0.921150547659574 0.0829578868319149 0.00801337299361702 -0.0264525077021277 -0.423091876468085 -0.229827129106383 -0.566724690851064 0.0288901544468085 -0.115073683617021 0.0222607255319149 -0.544286542765957 -0.466915913191489 0.0022334319187234 -0.140762751170213 -0.0273726228404255 -0.00125940163829787 -0.578474688723404 -0.603713075531915 -0.574517127234043 -0.0978997338914894 -0.275775821276596 -0.0978997338914894 -0.275775821276596 -0.366316426297872 -0.403970132319149 -0.195308195317021 -0.428182849748936 -0.580439717659574 -0.647546122340426 -0.330573237353191 -0.0104867343595745 -0.335558764680851 -0.221305881191489 0.0546623646829787 -0.248459662765957 -0.406920838617021 -0.101215324914894 -0.12216053247234 -0.436463496957447 -0.231616116212766 -0.525350464042553 -0.46161018893617 -0.285910142340426 -0.606941915106383 -0.229858077191489 -0.290730483046808 -0.374803991580851 -0.457846917659574 -0.450058465531915 -0.183955643765957 -0.573750336170213 -0.482551367234043 -0.038515973087234 -0.141123544242553 -0.10394003663617 -0.323806213382979 -0.261114134893617 -0.397676611234043 0.0197890260148936 -0.358562421765957 -0.472408928297872 0.158685061223404 -0.479907896382979 -0.492485285148936 -0.012213820687234 -0.628483708297872 -0.701115580638298 0.195457433914894
22 WALKING_UPSTAIRS 0.258076414090476 -0.0230928492085714 -0.1093064584 0.033817280782619 0.192136196785714 -0.14988785172381 0.890340982619048 -0.323739724271429 -0.0893906596864286 -0.945881899761905 -0.945105836190476 -0.915805808571429 0.0853863997857143 0.0269365996285714 -0.0140598759597619 -0.0485772512 -0.0969958703666667 -0.495062222857143 0.0998559781395238 -0.156738745685714 0.0267557407952381 -0.320856546533333 -0.505777689285714 -0.18992243302381 -0.148181698433571 -0.032066821752381 -0.063164397 -0.413112152857143 -0.708651835714286 -0.530064023333333 0.154026508809524 -0.191048621619048 0.154026508809524 -0.191048621619048 -0.133528568007143 -0.123552603059524 -0.16762280862381 -0.234532646485714 -0.578594177619048 -0.681068982380952 -0.0924699680761905 0.0853553499214286 -0.262150556833333 0.0778273798928571 0.169332215788095 -0.157118816142857 -0.196885724857143 -0.0262930500547619 -0.0468129532428571 -0.0759881850404762 -0.11239148682619 -0.439027633333333 -0.106722852684524 -0.145190850790952 -0.550733657380952 0.0537488245071429 -0.272122097452381 -0.15886048137381 -0.217347945380952 -0.535338389761905 -0.226403827095238 -0.356705988119048 -0.492993624285714 -0.253288514214286 -0.21139023202381 -0.161099713357143 -0.134288821731905 -0.118438031052381 -0.361867345714286 0.286217765435714 -0.0840162800928571 -0.183569962047619 0.175947838242857 -0.388916722142857 -0.269013017047619 -0.210770706404762 -0.672456712142857 -0.716579394047619 0.262360677809524
23 WALKING_UPSTAIRS 0.261871784627451 -0.0262356841688235 -0.123096065272549 -0.260404932396078 0.00824796909666667 0.0593644535078431 0.845276807647059 -0.211809975588235 -0.336085478235294 -0.942561482352941 -0.926047288039216 -0.910623186078431 0.0438278622098039 0.0522882168431373 0.0261214380588235 -0.366957792960784 -0.345048837470588 -0.411383164607843 0.0612877255078431 -0.109838772098039 -0.0124961480176471 -0.557571417254902 -0.310040706235294 -0.0673413841823529 -0.104754509137255 -0.0338839489372549 -0.0964582563137255 -0.551950204313725 -0.492379626529412 -0.55127776 -0.0436950201431373 -0.278747052823529 -0.0436950201431373 -0.278747052823529 -0.318105410196078 -0.363718942156863 -0.186373442400588 -0.384607024607843 -0.506890208901961 -0.548604581372549 -0.281207975843137 -0.107933851715686 -0.0973160549509804 -0.254371642921569 0.00102174292235294 0.0575294641515686 -0.391885453519608 -0.16867832254902 -0.157468727915686 -0.365779820431373 -0.342477362137255 -0.347155548235294 -0.427930706470588 -0.397286283137255 -0.475556257752941 -0.247002957333333 -0.322190604131373 -0.383323731235294 -0.437389166686275 -0.301428333666667 -0.187266343839216 -0.597383980588235 -0.321658507078431 -0.118220901103922 -0.0739138402647059 -0.100323268211765 -0.365800246901961 -0.234072957215686 -0.418728467476471 0.0104561933039216 -0.306849602803922 -0.450644467254902 0.152145095666667 -0.389079542047059 -0.493355998 0.119036484478431 -0.519125185568627 -0.625660426470588 0.222277372509804
24 WALKING_UPSTAIRS 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.344399351355932 -0.116804488966102 -0.255601012881356 0.906369500508475 -0.237498409152542 -0.227134869152542 -0.962190567457627 -0.916690779830509 -0.934952938983051 0.0862310100338983 -0.0150816047830508 -0.0132353651798305 -0.49876467220339 -0.51522075220339 -0.523807264237288 0.0883163772152542 -0.105932947294915 0.0248290702830508 -0.577426408813559 -0.568534124576271 -0.27459628379661 -0.146800845605424 -0.0317350582050847 -0.0498427228983051 -0.640489537966102 -0.646644373728814 -0.648975330847458 -0.226402822033898 -0.30685447 -0.226402822033898 -0.30685447 -0.488487620508475 -0.441068689830508 -0.33443583979661 -0.503929060169492 -0.658751629152542 -0.638180352881356 -0.395790553898305 -0.252412541966102 -0.312792211016949 -0.326165553050847 -0.107787679328814 -0.28314344338983 -0.502463282542373 -0.271713646627119 -0.0999242115191525 -0.515644617288136 -0.527604243559322 -0.48339098779661 -0.527104719152542 -0.535843319152542 -0.562727123050847 -0.392831269898305 -0.508876718135593 -0.426530074576271 -0.503188684915254 -0.546620981186441 -0.372182912033898 -0.602945480677966 -0.586177824237288 -0.311996408983051 -0.187707848118644 -0.067744122479661 -0.343569679050847 -0.322300989322034 -0.406283377627119 -0.113727064838983 -0.429800778813559 -0.45964779779661 0.0077672679220339 -0.564664994745763 -0.54907099 -0.0612402085 -0.64611467 -0.653876950677966 0.0122259033220339
25 WALKING_UPSTAIRS 0.279323568153846 -0.0243978681823077 -0.122043842446154 -0.475058883384615 -0.240268926769231 -0.305343120769231 0.928417701384615 -0.216675171769231 0.108117921069231 -0.950960089230769 -0.933788625384615 -0.877502398 0.08182623934 0.00141658084630769 -0.0212721399652308 -0.672312867846154 -0.636158881538462 -0.815192086153846 0.0432659696538462 -0.103684768566154 0.102335030638923 -0.499823575861538 -0.446495797692308 -0.572536604769231 -0.124981836646154 -0.0274100133446154 -0.0525279613153846 -0.697340093230769 -0.839357825384615 -0.750215308153846 -0.321345302307692 -0.488086289538462 -0.321345302307692 -0.488086289538462 -0.686923710615385 -0.681194425230769 -0.335818843184615 -0.399309833696923 -0.779385588 -0.823529284615385 -0.535706242 -0.395823987846154 -0.547493162307692 -0.453750152615385 -0.216826261507692 -0.247250985507692 -0.581495361138462 -0.369060294384615 -0.445974297369231 -0.676832385846154 -0.649399063538462 -0.796265936769231 -0.698149833076923 -0.647059778461539 -0.833011490923077 -0.391703487653846 -0.584064717907692 -0.597220359076923 -0.485884651461538 -0.624641558153846 -0.583191791692308 -0.511221404092308 -0.365365452615385 -0.608828835230769 -0.366770092843077 -0.542101541569231 -0.243809542984615 -0.536753435384615 -0.542695845230769 -0.264741300923077 -0.662226276769231 -0.708920663230769 0.0244714625466154 -0.573489110923077 -0.399377511184615 -0.404153830984615 -0.821316435538462 -0.83941617 -0.0503401827578462
26 WALKING_UPSTAIRS 0.274336804363636 -0.0257477231398182 -0.116712117181818 -0.192056517327273 -0.0867631457854545 -0.428008496181818 0.941668636545455 -0.2405488276 0.00149795225818182 -0.964036891818182 -0.938992404727273 -0.931520839454545 0.0687700560727273 0.003300542558 -0.00734848915272727 -0.3127129046 -0.420908511454545 -0.684329418545455 -0.0162648077836364 -0.07114082246 0.0755389413672727 -0.556731738181818 -0.614031125818182 -0.336846313090909 -0.104711961509091 -0.0415205393432727 -0.0579539234363636 -0.524935766727273 -0.731323107272727 -0.569317739454545 -0.169754384290909 -0.176591547545455 -0.169754384290909 -0.176591547545455 -0.422201438363636 -0.355511689636364 -0.368690234727273 -0.522776047454545 -0.655809108181818 -0.669938156727273 -0.265485660745455 -0.216902431367273 -0.517964900909091 -0.166119371072727 -0.08221833914 -0.425135161636364 -0.358351144254545 -0.214553979872727 -0.175290847416364 -0.326873947254545 -0.441925166363636 -0.647876282 -0.361554198727273 -0.437911443818182 -0.720250210727273 -0.20281280358 -0.464728486363636 -0.355149631890909 -0.436830578727273 -0.627506381636364 -0.365117771090909 -0.596312433636364 -0.609397784909091 -0.389050528727273 -0.0693389572072727 -0.0934648511872727 -0.206980860927273 -0.193527558396364 -0.296032801836364 -0.0156153696767273 -0.319564022545455 -0.409567313381818 0.0631176135327273 -0.563985648181818 -0.577442608181818 -0.0238272954569091 -0.681190278727273 -0.677967529818182 -0.0421075892745455
