subject activity Mean-X Mean-Y Mean-Z Std-X Std-Y Std-Z
5 SITTING 0.278079457272727 -0.0163101377704545 -0.110432743765909 -0.972574143863636 -0.923135514318182 -0.926385355227273
6 SITTING 0.260866896181818 -0.0127280187472727 -0.1080747398 -0.962134081218182 -0.915011209890909 -0.919216495636364
7 SITTING 0.25737044125 -0.0169677202829167 -0.122874390416667 -0.951629783125 -0.912306409375 -0.860493588729167
8 SITTING 0.262985564130435 -0.0168159078434783 -0.104601957586957 -0.971894600217391 -0.951598194130435 -0.947066819130435
9 SITTING 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268
10 SITTING 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667
11 SITTING 0.28027457754717 -0.0174550349018868 -0.111152157471698 -0.980027070754717 -0.937543469811321 -0.966727322075472
12 SITTING 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608
13 SITTING 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204
14 SITTING 0.24610221537037 -0.00902520150925926 -0.0969746187055556 -0.954856828407407 -0.91765824037037 -0.916256398444444
15 SITTING 0.283686977118644 -0.0165359384711864 -0.116690051254237 -0.983708956440678 -0.94420582559322 -0.954820833050847
16 SITTING 0.278113359565217 -0.0112058736686957 -0.0938604296086957 -0.989904956231884 -0.954321825942029 -0.948321678695652
17 SITTING 0.2737393361875 -0.01653806985 -0.115999978109375 -0.9875250125 -0.95695019640625 -0.96426215265625
18 SITTING 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.974928131052632 -0.977572717017544
19 SITTING 0.273822772328767 -0.0165196531424658 -0.107457874767123 -0.977362872191781 -0.952347655068493 -0.953165409452055
20 SITTING 0.278045439090909 -0.0147229305131818 -0.108369634515152 -0.983081858939394 -0.93612270469697 -0.929106396818182
21 SITTING 0.278271628988235 -0.0147812273082353 -0.108948160917647 -0.988711097058824 -0.963852075176471 -0.950969877647059
22 SITTING 0.284868156258064 -0.0105169659967742 -0.114360597903226 -0.970755632258064 -0.926793767096774 -0.919790462903226
23 SITTING 0.273022027705882 -0.0167149877588235 -0.108276953647059 -0.982538790441176 -0.937778154117647 -0.911633956352941
24 SITTING 0.273475690147059 -0.0131255097938235 -0.103041061426471 -0.990593766617647 -0.956255962058824 -0.957056111470588
25 SITTING 0.266397873846154 -0.0254604365261538 -0.103045368123077 -0.985080360923077 -0.941571394 -0.955421110769231
26 SITTING 0.256312360629487 -0.0120462785289744 -0.100643279002564 -0.972974564230769 -0.953168894871795 -0.956934712692308
27 SITTING 0.280249184571429 -0.0178501805571429 -0.108826335871429 -0.990345138428571 -0.979247269 -0.976109341428571
28 SITTING 0.280558264444444 -0.0182072454175 -0.113756844125 -0.983217305833333 -0.940199172916667 -0.939985822222222
29 SITTING 0.283589617666667 -0.0172764515416667 -0.110484883533333 -0.9874060185 -0.974735516 -0.968838014666667
30 SITTING 0.268868926379032 -0.00905510235645161 -0.0992303034564516 -0.981504456612903 -0.938397848709677 -0.952732777580645
1 STANDING 0.276240913584906 -0.0115217267741509 -0.107641604396226 -0.993598983207547 -0.952138598113208 -0.971335470754717
2 STANDING 0.277911472222222 -0.0184208270166667 -0.105908536055556 -0.987271889259259 -0.957304989259259 -0.949741851296296
3 STANDING 0.280262823934426 -0.0118981283754098 -0.10473001845282 -0.967843022459016 -0.873762921639344 -0.911026749180328
4 STANDING 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857
5 STANDING 0.281017769107143 -0.00456653022375 -0.112129286875 -0.972436678214286 -0.856045163303571 -0.881356720357143
6 STANDING 0.280004193508772 -0.0150567539280702 -0.113731427385965 -0.981968342280702 -0.916567565263158 -0.921627772631579
7 STANDING 0.283559892075472 -0.0111578054207547 -0.0938528058490566 -0.978577567924528 -0.908883255849057 -0.90300359509434
8 STANDING 0.271806983611111 -0.00953333047407407 -0.1091126363 -0.985739858518519 -0.919568908574074 -0.921884898703704
9 STANDING 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778
10 STANDING 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545
11 STANDING 0.275958503191489 -0.0145203373404255 -0.111267833829787 -0.994384542340426 -0.94222571212766 -0.981850135106383
12 STANDING 0.277405834918033 -0.0169002543196721 -0.105526999754098 -0.981243992459016 -0.923140254098361 -0.920684800114754
13 STANDING 0.277758431052632 -0.0167891993964912 -0.112124137754386 -0.991020759298246 -0.949422439473684 -0.967538031754386
14 STANDING 0.283768182333333 -0.010966210595 -0.100287804790667 -0.970945889333333 -0.915209402516667 -0.916748734166667
15 STANDING 0.273961584867925 -0.0123976708056604 -0.106967883132075 -0.987124773396226 -0.903949515471698 -0.942921307924528
16 STANDING 0.286685656153846 -0.0154339911525641 -0.0991129066538462 -0.984905432435897 -0.953231903974359 -0.945215407179487
17 STANDING 0.278634000641026 -0.0142304207951282 -0.109713686077821 -0.991028274615385 -0.961342740769231 -0.967968296794872
18 STANDING 0.278458805890411 -0.0166353518150685 -0.108453355945205 -0.992019762739726 -0.95422343630137 -0.961873909178082
19 STANDING 0.277209148082192 -0.0156044854712329 -0.109654719945205 -0.987974284383562 -0.941656664383562 -0.953178459452055
20 STANDING 0.278076904657534 -0.0180695049161644 -0.100402759931507 -0.967209961232877 -0.87541041109589 -0.913142481643836
21 STANDING 0.278297157303371 -0.0153419051273034 -0.111458687865169 -0.983121937191011 -0.943701815393258 -0.951038095280899
22 STANDING 0.276866081428571 -0.0121542673052381 -0.100612258709524 -0.985696741269841 -0.910021148338571 -0.935905294603175
23 STANDING 0.27569492 -0.0151388334044118 -0.102123107654559 -0.984682243823529 -0.954721256911765 -0.922670686764706
24 STANDING 0.280348883913043 -0.0144785340348986 -0.108222553855072 -0.98725587115942 -0.936871974347826 -0.930283530144928
25 STANDING 0.277743813378378 -0.0149278157148649 -0.109526295527027 -0.992107559459459 -0.938648750527027 -0.971574089594595
26 STANDING 0.277070901486486 -0.0119450120031081 -0.105445129281081 -0.992191228648649 -0.93453414972973 -0.953904350135135
27 STANDING 0.275521268 -0.0147876886325 -0.103004336765 -0.98864651825 -0.949583364875 -0.954423534
28 STANDING 0.276471642405063 -0.0165660755431646 -0.106081891924051 -0.977878128607595 -0.877417078227848 -0.904832986075949
29 STANDING 0.277638217846154 -0.0167710822446154 -0.109276477430769 -0.995434394923077 -0.959145462769231 -0.977308650461538
30 STANDING 0.27709452220339 -0.0161486340525424 -0.106812897886441 -0.977342791355932 -0.89164517440678 -0.911807987288136
1 LAYING 0.22383867336 -0.0421709471694 -0.09642663856 -0.9112909686 -0.808941810846 -0.812604120388
2 LAYING 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.98027739875 -0.984233296875
3 LAYING 0.275433385806452 -0.0190096531016129 -0.103836267651613 -0.966224782903226 -0.942566504274194 -0.953143408225806
4 LAYING 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815
5 LAYING 0.277710541346154 -0.0189228270769231 -0.106676048826923 -0.947247999230769 -0.934254897519231 -0.952028924038462
6 LAYING 0.263917998736842 -0.0142003937052632 -0.132783015105263 -0.930397526491228 -0.902263609403509 -0.922298394035088
7 LAYING 0.272391091538462 -0.0221531884461538 -0.106569047211538 -0.940273439423077 -0.922424269615385 -0.935977631596154
8 LAYING 0.270376846240741 -0.0189611505362963 -0.105837624222222 -0.924465363703704 -0.89675437962963 -0.917330297314815
9 LAYING 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854
10 LAYING 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.968283685 -0.946454302068966 -0.95947148637931
11 LAYING 0.275008469649123 -0.0172754771368421 -0.106562741684211 -0.968310170175439 -0.945410705070175 -0.960670921929825
12 LAYING 0.260113433 -0.0175203917146667 -0.108160125666667 -0.95531868 -0.949072009333333 -0.9483338435
13 LAYING 0.276716360483871 -0.020440454366129 -0.104331864532258 -0.968891989354839 -0.950947949516129 -0.950392995483871
14 LAYING 0.263800490784314 -0.0176877078960784 -0.0959357487843137 -0.924875173529412 -0.895219095470588 -0.889008607254902
15 LAYING 0.2834426125 -0.0163463660970833 -0.116909043833333 -0.96031796375 -0.935740498458333 -0.924447098472222
16 LAYING 0.272200920142857 -0.0177123750214286 -0.108046649185714 -0.960488509571429 -0.929703122857143 -0.947312040714286
17 LAYING 0.271683638591549 -0.0186996786588732 -0.106579701704225 -0.964120395211268 -0.932339015873239 -0.943442166478873
18 LAYING 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.984527649230769 -0.986160920923077 -0.987658662307692
19 LAYING 0.273985927228916 -0.0178247815903614 -0.111141041939759 -0.946370488915663 -0.947874098072289 -0.96730214253012
20 LAYING 0.239507882205882 -0.0144406281132353 -0.104274322538235 -0.962249114705882 -0.964098180294118 -0.972571998382353
21 LAYING 0.271411430522222 -0.018830612176 -0.104614861311111 -0.944307060333333 -0.940303265888889 -0.939450036777778
22 LAYING 0.272164211055556 -0.0189989501863889 -0.108688804791667 -0.929278349041667 -0.896760492916667 -0.927071356458333
23 LAYING 0.274403517097222 -0.021125103875 -0.108395476027778 -0.944135277916667 -0.958988229305556 -0.950527243868056
24 LAYING 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.967984021111111 -0.983126461944444 -0.973566958888889
25 LAYING 0.261991012586301 -0.0115526230520548 -0.10656062109589 -0.905585157534247 -0.695286960424658 -0.709372850452055
26 LAYING 0.277815793539474 -0.0172016932184211 -0.106123996355263 -0.965288276447368 -0.967065904078947 -0.971757898026316
27 LAYING 0.272042946486486 -0.0177294733635135 -0.108960602851351 -0.963948363108108 -0.966798234864865 -0.969857711486486
28 LAYING 0.273043854125 -0.01767455234875 -0.1080413323875 -0.954553078875 -0.9289834104375 -0.94003226775
29 LAYING 0.282718155217391 -0.0175448067826087 -0.108871274565217 -0.964184092028985 -0.965060354768116 -0.964322435623188
30 LAYING 0.280299442571429 -0.01974082699 -0.102794644875714 -0.959532698285714 -0.935540247428571 -0.942552084914286
